"","ano","semana_epidemiologica","fecha_inicio_semana_epidemiologica","grupo_etario","departamento_residencia","n_notificaciones","n_confirmados_probables_fis","n_confirmados_por_laboratorio","n_internados_fecha_internacion","n_internados_uti_fecha_internacion","n_fallecidos_confirmados_por_laboratorio","Latitude","Longitud"
"3561",2024,5,2024-01-28,"[60,70)","COMUNA 15",4,4,4,0,0,0,"-34.754.920","-58.250.315"
"3562",2024,5,2024-01-28,"[70,80)","COMUNA 15",1,0,0,0,0,0,"-34.754.920","-58.250.315"
"3563",2024,5,2024-01-28,"[80,90)","COMUNA 15",0,1,1,0,0,0,"-34.754.920","-58.250.315"
"3564",2024,5,2024-01-28,"[20,30)","COMUNA 2",0,1,1,0,0,0,"-34.606.241","-58.374.636"
"3565",2024,5,2024-01-28,"[30,40)","COMUNA 2",3,2,0,0,0,0,"-34.606.241","-58.374.636"
"3566",2024,5,2024-01-28,"[60,70)","COMUNA 2",1,1,1,0,0,0,"-34.606.241","-58.374.636"
"3567",2024,5,2024-01-28,"[0,10)","COMUNA 3",1,1,1,0,0,0,"-34.611.339","-58.366.940"
"3568",2024,5,2024-01-28,"[10,20)","COMUNA 3",2,2,2,0,0,0,"-34.611.339","-58.366.940"
"3569",2024,5,2024-01-28,"[20,30)","COMUNA 3",1,4,4,0,0,0,"-34.611.339","-58.366.940"
"3570",2024,5,2024-01-28,"[30,40)","COMUNA 3",4,4,3,0,0,0,"-34.611.339","-58.366.940"
"3571",2024,5,2024-01-28,"[40,50)","COMUNA 3",5,1,1,0,0,0,"-34.611.339","-58.366.940"
"3572",2024,5,2024-01-28,"[50,60)","COMUNA 3",1,0,0,0,0,0,"-34.611.339","-58.366.940"
"3573",2024,5,2024-01-28,"[80,90)","COMUNA 3",1,0,0,0,0,0,"-34.611.339","-58.366.940"
"3574",2024,5,2024-01-28,"[0,10)","COMUNA 4",2,1,1,0,0,0,"-34.617.566","-58.358.616"
"3575",2024,5,2024-01-28,"[10,20)","COMUNA 4",12,4,4,0,0,0,"-34.617.566","-58.358.616"
"3576",2024,5,2024-01-28,"[20,30)","COMUNA 4",2,2,2,0,0,0,"-34.617.566","-58.358.616"
"3577",2024,5,2024-01-28,"[30,40)","COMUNA 4",10,4,4,0,0,0,"-34.617.566","-58.358.616"
"3578",2024,5,2024-01-28,"[40,50)","COMUNA 4",2,4,4,0,0,0,"-34.617.566","-58.358.616"
"3579",2024,5,2024-01-28,"[50,60)","COMUNA 4",9,6,6,0,0,0,"-34.617.566","-58.358.616"
"3580",2024,5,2024-01-28,"[60,70)","COMUNA 4",1,3,2,0,0,0,"-34.617.566","-58.358.616"
"3581",2024,5,2024-01-28,"[70,80)","COMUNA 4",2,0,0,0,0,0,"-34.617.566","-58.358.616"
"3582",2024,5,2024-01-28,"[0,10)","COMUNA 5",3,0,0,0,0,0,"-34.624.987","-58.350.197"
"3583",2024,5,2024-01-28,"[10,20)","COMUNA 5",0,3,3,0,0,0,"-34.624.987","-58.350.197"
"3584",2024,5,2024-01-28,"[20,30)","COMUNA 5",4,1,1,0,0,0,"-34.624.987","-58.350.197"
"3585",2024,5,2024-01-28,"[30,40)","COMUNA 5",4,1,0,0,0,0,"-34.624.987","-58.350.197"
"3586",2024,5,2024-01-28,"[40,50)","COMUNA 5",2,0,0,0,0,0,"-34.624.987","-58.350.197"
"3587",2024,5,2024-01-28,"[50,60)","COMUNA 5",3,2,2,0,0,0,"-34.624.987","-58.350.197"
"3588",2024,5,2024-01-28,"[60,70)","COMUNA 5",3,1,1,1,0,0,"-34.624.987","-58.350.197"
"3589",2024,5,2024-01-28,"[70,80)","COMUNA 5",0,1,1,0,0,0,"-34.624.987","-58.350.197"
"3590",2024,5,2024-01-28,"[0,10)","COMUNA 6",1,0,0,0,0,0,"-34.633.553","-58.341.546"
"3591",2024,5,2024-01-28,"[20,30)","COMUNA 6",2,2,2,0,0,0,"-34.633.553","-58.341.546"
"3592",2024,5,2024-01-28,"[30,40)","COMUNA 6",1,4,4,0,0,0,"-34.633.553","-58.341.546"
"3593",2024,5,2024-01-28,"[40,50)","COMUNA 6",3,1,1,0,0,0,"-34.633.553","-58.341.546"
"3594",2024,5,2024-01-28,"[50,60)","COMUNA 6",4,1,1,0,0,0,"-34.633.553","-58.341.546"
"3595",2024,5,2024-01-28,"[60,70)","COMUNA 6",2,2,2,0,0,0,"-34.633.553","-58.341.546"
"3596",2024,5,2024-01-28,"[80,90)","COMUNA 6",0,1,1,0,0,0,"-34.633.553","-58.341.546"
"3597",2024,5,2024-01-28,"[0,10)","COMUNA 7",3,1,1,0,0,0,"-34.643.225","-58.332.644"
"3598",2024,5,2024-01-28,"[10,20)","COMUNA 7",5,2,2,0,0,0,"-34.643.225","-58.332.644"
"3599",2024,5,2024-01-28,"[20,30)","COMUNA 7",8,4,4,0,0,0,"-34.643.225","-58.332.644"
"3600",2024,5,2024-01-28,"[30,40)","COMUNA 7",7,3,2,0,0,0,"-34.643.225","-58.332.644"
"3601",2024,5,2024-01-28,"[40,50)","COMUNA 7",2,1,1,0,0,0,"-34.643.225","-58.332.644"
"3602",2024,5,2024-01-28,"[50,60)","COMUNA 7",1,1,1,0,0,0,"-34.643.225","-58.332.644"
"3603",2024,5,2024-01-28,"[60,70)","COMUNA 7",5,2,2,0,0,0,"-34.643.225","-58.332.644"
"3604",2024,5,2024-01-28,"[70,80)","COMUNA 7",4,0,0,0,0,0,"-34.643.225","-58.332.644"
"3605",2024,5,2024-01-28,"[90,100)","COMUNA 7",1,0,0,0,0,0,"-34.643.225","-58.332.644"
"3606",2024,5,2024-01-28,"[0,10)","COMUNA 8",5,0,0,0,0,0,"-34.653.956","-58.323.426"
"3607",2024,5,2024-01-28,"[10,20)","COMUNA 8",10,5,5,0,0,0,"-34.653.956","-58.323.426"
"3608",2024,5,2024-01-28,"[20,30)","COMUNA 8",3,4,3,0,0,0,"-34.653.956","-58.323.426"
"3609",2024,5,2024-01-28,"[30,40)","COMUNA 8",2,2,0,0,0,0,"-34.653.956","-58.323.426"
"3610",2024,5,2024-01-28,"[40,50)","COMUNA 8",6,4,4,0,0,0,"-34.653.956","-58.323.426"
"3611",2024,5,2024-01-28,"[50,60)","COMUNA 8",4,0,0,1,0,0,"-34.653.956","-58.323.426"
"3612",2024,5,2024-01-28,"[60,70)","COMUNA 8",3,0,0,0,0,0,"-34.653.956","-58.323.426"
"3613",2024,5,2024-01-28,"[70,80)","COMUNA 8",0,1,1,1,0,0,"-34.653.956","-58.323.426"
"3614",2024,5,2024-01-28,"[0,10)","COMUNA 9",2,0,0,0,0,0,"-34.665.705","-58.313.885"
"3615",2024,5,2024-01-28,"[10,20)","COMUNA 9",2,1,1,0,0,0,"-34.665.705","-58.313.885"
"3616",2024,5,2024-01-28,"[20,30)","COMUNA 9",7,0,0,0,0,0,"-34.665.705","-58.313.885"
"3617",2024,5,2024-01-28,"[30,40)","COMUNA 9",1,3,3,0,0,0,"-34.665.705","-58.313.885"
"3618",2024,5,2024-01-28,"[40,50)","COMUNA 9",3,0,0,0,0,0,"-34.665.705","-58.313.885"
"3619",2024,5,2024-01-28,"[50,60)","COMUNA 9",2,0,0,2,0,0,"-34.665.705","-58.313.885"
"3620",2024,5,2024-01-28,"[60,70)","COMUNA 9",3,1,1,0,0,0,"-34.665.705","-58.313.885"
"3621",2024,5,2024-01-28,"[70,80)","COMUNA 9",1,1,1,0,0,0,"-34.665.705","-58.313.885"
"3622",2024,5,2024-01-28,"[0,10)","SIN DATOS",6,2,2,0,0,0,NA,NA
"3623",2024,5,2024-01-28,"[10,20)","SIN DATOS",10,1,1,0,0,0,NA,NA
"3624",2024,5,2024-01-28,"[20,30)","SIN DATOS",12,7,7,0,0,0,NA,NA
"3625",2024,5,2024-01-28,"[30,40)","SIN DATOS",8,3,3,0,0,0,NA,NA
"3626",2024,5,2024-01-28,"[40,50)","SIN DATOS",9,10,9,1,0,0,NA,NA
"3627",2024,5,2024-01-28,"[50,60)","SIN DATOS",3,9,9,0,0,0,NA,NA
"3628",2024,5,2024-01-28,"[60,70)","SIN DATOS",8,1,1,0,0,0,NA,NA
"3629",2024,5,2024-01-28,"[70,80)","SIN DATOS",1,0,0,0,0,0,NA,NA
"3630",2024,6,2024-02-04,"[0,10)","COMUNA 1",10,4,3,1,0,0,"-34.602.312","-58.381.772"
"3631",2024,6,2024-02-04,"[10,20)","COMUNA 1",11,10,9,0,0,0,"-34.602.312","-58.381.772"
"3632",2024,6,2024-02-04,"[20,30)","COMUNA 1",15,16,15,0,0,0,"-34.602.312","-58.381.772"
"3633",2024,6,2024-02-04,"[30,40)","COMUNA 1",12,17,13,0,0,0,"-34.602.312","-58.381.772"
"3634",2024,6,2024-02-04,"[40,50)","COMUNA 1",11,13,12,0,0,0,"-34.602.312","-58.381.772"
"3635",2024,6,2024-02-04,"[50,60)","COMUNA 1",10,10,9,1,0,0,"-34.602.312","-58.381.772"
"3636",2024,6,2024-02-04,"[60,70)","COMUNA 1",12,6,6,2,0,0,"-34.602.312","-58.381.772"
"3637",2024,6,2024-02-04,"[70,80)","COMUNA 1",1,2,0,0,0,0,"-34.602.312","-58.381.772"
"3638",2024,6,2024-02-04,"[0,10)","COMUNA 10",1,0,0,0,0,0,"-34.678.425","-58.304.051"
"3639",2024,6,2024-02-04,"[10,20)","COMUNA 10",1,2,2,0,0,0,"-34.678.425","-58.304.051"
"3640",2024,6,2024-02-04,"[20,30)","COMUNA 10",2,4,4,0,0,0,"-34.678.425","-58.304.051"
"3641",2024,6,2024-02-04,"[30,40)","COMUNA 10",6,8,7,0,0,0,"-34.678.425","-58.304.051"
"3642",2024,6,2024-02-04,"[40,50)","COMUNA 10",5,4,4,0,0,0,"-34.678.425","-58.304.051"
"3643",2024,6,2024-02-04,"[50,60)","COMUNA 10",7,1,0,1,0,0,"-34.678.425","-58.304.051"
"3644",2024,6,2024-02-04,"[60,70)","COMUNA 10",1,1,1,0,0,0,"-34.678.425","-58.304.051"
"3645",2024,6,2024-02-04,"[70,80)","COMUNA 10",0,3,2,0,0,0,"-34.678.425","-58.304.051"
"3646",2024,6,2024-02-04,"[80,90)","COMUNA 10",0,1,1,0,0,0,"-34.678.425","-58.304.051"
"3647",2024,6,2024-02-04,"[10,20)","COMUNA 11",5,9,8,0,0,0,"-34.692.068","-58.293.894"
"3648",2024,6,2024-02-04,"[20,30)","COMUNA 11",12,6,5,1,0,0,"-34.692.068","-58.293.894"
"3649",2024,6,2024-02-04,"[30,40)","COMUNA 11",14,9,8,0,0,0,"-34.692.068","-58.293.894"
"3650",2024,6,2024-02-04,"[40,50)","COMUNA 11",9,12,7,0,0,0,"-34.692.068","-58.293.894"
"3651",2024,6,2024-02-04,"[50,60)","COMUNA 11",7,7,3,0,0,0,"-34.692.068","-58.293.894"
"3652",2024,6,2024-02-04,"[60,70)","COMUNA 11",3,6,5,0,0,0,"-34.692.068","-58.293.894"
"3653",2024,6,2024-02-04,"[70,80)","COMUNA 11",2,5,4,2,0,0,"-34.692.068","-58.293.894"
"3654",2024,6,2024-02-04,"[80,90)","COMUNA 11",2,1,0,0,0,0,"-34.692.068","-58.293.894"
"3655",2024,6,2024-02-04,"[0,10)","COMUNA 12",1,0,0,0,0,0,"-34.706.587","-58.283.475"
"3656",2024,6,2024-02-04,"[10,20)","COMUNA 12",3,2,1,0,0,0,"-34.706.587","-58.283.475"
"3657",2024,6,2024-02-04,"[20,30)","COMUNA 12",7,2,2,0,0,0,"-34.706.587","-58.283.475"
"3658",2024,6,2024-02-04,"[30,40)","COMUNA 12",8,6,6,0,0,0,"-34.706.587","-58.283.475"
"3659",2024,6,2024-02-04,"[40,50)","COMUNA 12",8,4,3,0,0,0,"-34.706.587","-58.283.475"
"3660",2024,6,2024-02-04,"[50,60)","COMUNA 12",8,3,3,0,0,0,"-34.706.587","-58.283.475"
"3661",2024,6,2024-02-04,"[60,70)","COMUNA 12",2,3,3,0,1,0,"-34.706.587","-58.283.475"
"3662",2024,6,2024-02-04,"[70,80)","COMUNA 12",3,2,2,0,0,0,"-34.706.587","-58.283.475"
"3663",2024,6,2024-02-04,"[80,90)","COMUNA 12",0,1,1,0,0,0,"-34.706.587","-58.283.475"
"3664",2024,6,2024-02-04,"[0,10)","COMUNA 13",4,2,2,0,0,0,"-34.721.933","-58.272.752"
"3665",2024,6,2024-02-04,"[10,20)","COMUNA 13",3,1,1,0,0,0,"-34.721.933","-58.272.752"
"3666",2024,6,2024-02-04,"[20,30)","COMUNA 13",2,3,2,0,0,0,"-34.721.933","-58.272.752"
"3667",2024,6,2024-02-04,"[30,40)","COMUNA 13",9,5,4,0,0,0,"-34.721.933","-58.272.752"
"3668",2024,6,2024-02-04,"[40,50)","COMUNA 13",5,5,3,0,0,0,"-34.721.933","-58.272.752"
"3669",2024,6,2024-02-04,"[50,60)","COMUNA 13",4,3,3,0,0,0,"-34.721.933","-58.272.752"
"3670",2024,6,2024-02-04,"[60,70)","COMUNA 13",2,1,1,0,0,0,"-34.721.933","-58.272.752"
"3671",2024,6,2024-02-04,"[70,80)","COMUNA 13",0,1,1,0,0,0,"-34.721.933","-58.272.752"
"3672",2024,6,2024-02-04,"[80,90)","COMUNA 13",1,1,1,0,0,0,"-34.721.933","-58.272.752"
"3673",2024,6,2024-02-04,"[10,20)","COMUNA 14",1,1,1,0,0,0,"-34.738.059","-58.261.706"
"3674",2024,6,2024-02-04,"[20,30)","COMUNA 14",9,6,6,1,0,0,"-34.738.059","-58.261.706"
"3675",2024,6,2024-02-04,"[30,40)","COMUNA 14",10,5,5,0,0,0,"-34.738.059","-58.261.706"
"3676",2024,6,2024-02-04,"[40,50)","COMUNA 14",5,3,1,0,0,0,"-34.738.059","-58.261.706"
"3677",2024,6,2024-02-04,"[50,60)","COMUNA 14",2,2,2,0,0,0,"-34.738.059","-58.261.706"
"3678",2024,6,2024-02-04,"[60,70)","COMUNA 14",0,1,1,0,0,0,"-34.738.059","-58.261.706"
"3679",2024,6,2024-02-04,"[70,80)","COMUNA 14",0,1,1,0,0,0,"-34.738.059","-58.261.706"
"3680",2024,6,2024-02-04,"[0,10)","COMUNA 15",4,1,1,0,0,0,"-34.754.920","-58.250.315"
"3681",2024,6,2024-02-04,"[10,20)","COMUNA 15",9,6,6,0,0,0,"-34.754.920","-58.250.315"
"3682",2024,6,2024-02-04,"[20,30)","COMUNA 15",14,8,7,0,0,0,"-34.754.920","-58.250.315"
"3683",2024,6,2024-02-04,"[30,40)","COMUNA 15",10,8,7,0,0,0,"-34.754.920","-58.250.315"
"3684",2024,6,2024-02-04,"[40,50)","COMUNA 15",12,13,13,0,0,0,"-34.754.920","-58.250.315"
"3685",2024,6,2024-02-04,"[50,60)","COMUNA 15",6,3,3,0,0,0,"-34.754.920","-58.250.315"
"3686",2024,6,2024-02-04,"[60,70)","COMUNA 15",7,7,7,1,0,0,"-34.754.920","-58.250.315"
"3687",2024,6,2024-02-04,"[70,80)","COMUNA 15",2,1,1,0,0,0,"-34.754.920","-58.250.315"
"3688",2024,6,2024-02-04,"[80,90)","COMUNA 15",0,0,0,1,0,0,"-34.754.920","-58.250.315"
"3689",2024,6,2024-02-04,"[0,10)","COMUNA 2",1,0,0,0,0,0,"-34.606.241","-58.374.636"
"3690",2024,6,2024-02-04,"[10,20)","COMUNA 2",1,2,1,0,0,0,"-34.606.241","-58.374.636"
"3691",2024,6,2024-02-04,"[20,30)","COMUNA 2",4,2,1,1,0,0,"-34.606.241","-58.374.636"
"3692",2024,6,2024-02-04,"[30,40)","COMUNA 2",4,2,2,0,0,0,"-34.606.241","-58.374.636"
"3693",2024,6,2024-02-04,"[50,60)","COMUNA 2",2,2,0,0,0,0,"-34.606.241","-58.374.636"
"3694",2024,6,2024-02-04,"[60,70)","COMUNA 2",2,1,1,0,0,0,"-34.606.241","-58.374.636"
"3695",2024,6,2024-02-04,"[0,10)","COMUNA 3",1,2,0,0,0,0,"-34.611.339","-58.366.940"
"3696",2024,6,2024-02-04,"[10,20)","COMUNA 3",4,2,2,1,0,0,"-34.611.339","-58.366.940"
"3697",2024,6,2024-02-04,"[20,30)","COMUNA 3",5,3,2,0,0,0,"-34.611.339","-58.366.940"
"3698",2024,6,2024-02-04,"[30,40)","COMUNA 3",10,6,6,0,0,0,"-34.611.339","-58.366.940"
"3699",2024,6,2024-02-04,"[40,50)","COMUNA 3",2,5,4,0,0,0,"-34.611.339","-58.366.940"
"3700",2024,6,2024-02-04,"[50,60)","COMUNA 3",2,2,2,0,0,0,"-34.611.339","-58.366.940"
"3701",2024,6,2024-02-04,"[60,70)","COMUNA 3",1,3,3,0,0,0,"-34.611.339","-58.366.940"
"3702",2024,6,2024-02-04,"[70,80)","COMUNA 3",0,1,1,0,0,0,"-34.611.339","-58.366.940"
"3703",2024,6,2024-02-04,"[0,10)","COMUNA 4",7,5,3,1,0,0,"-34.617.566","-58.358.616"
"3704",2024,6,2024-02-04,"[10,20)","COMUNA 4",9,9,8,1,0,0,"-34.617.566","-58.358.616"
"3705",2024,6,2024-02-04,"[20,30)","COMUNA 4",14,11,9,1,0,0,"-34.617.566","-58.358.616"
"3706",2024,6,2024-02-04,"[30,40)","COMUNA 4",9,4,3,1,0,0,"-34.617.566","-58.358.616"
"3707",2024,6,2024-02-04,"[40,50)","COMUNA 4",9,6,6,0,0,0,"-34.617.566","-58.358.616"
"3708",2024,6,2024-02-04,"[50,60)","COMUNA 4",5,5,4,0,0,0,"-34.617.566","-58.358.616"
"3709",2024,6,2024-02-04,"[60,70)","COMUNA 4",4,4,3,1,0,0,"-34.617.566","-58.358.616"
"3710",2024,6,2024-02-04,"[70,80)","COMUNA 4",1,4,2,0,0,0,"-34.617.566","-58.358.616"
"3711",2024,6,2024-02-04,"[0,10)","COMUNA 5",2,0,0,0,0,0,"-34.624.987","-58.350.197"
"3712",2024,6,2024-02-04,"[10,20)","COMUNA 5",3,2,2,0,0,0,"-34.624.987","-58.350.197"
"3713",2024,6,2024-02-04,"[20,30)","COMUNA 5",4,4,3,0,0,0,"-34.624.987","-58.350.197"
"3714",2024,6,2024-02-04,"[30,40)","COMUNA 5",2,3,2,0,0,0,"-34.624.987","-58.350.197"
"3715",2024,6,2024-02-04,"[40,50)","COMUNA 5",0,3,1,0,0,0,"-34.624.987","-58.350.197"
"3716",2024,6,2024-02-04,"[50,60)","COMUNA 5",2,2,2,0,0,0,"-34.624.987","-58.350.197"
"3717",2024,6,2024-02-04,"[60,70)","COMUNA 5",2,4,4,0,0,0,"-34.624.987","-58.350.197"
"3718",2024,6,2024-02-04,"[70,80)","COMUNA 5",1,0,0,0,0,0,"-34.624.987","-58.350.197"
"3719",2024,6,2024-02-04,"[0,10)","COMUNA 6",1,0,0,0,0,0,"-34.633.553","-58.341.546"
"3720",2024,6,2024-02-04,"[10,20)","COMUNA 6",2,1,0,0,0,0,"-34.633.553","-58.341.546"
"3721",2024,6,2024-02-04,"[20,30)","COMUNA 6",6,5,4,0,0,0,"-34.633.553","-58.341.546"
"3722",2024,6,2024-02-04,"[30,40)","COMUNA 6",6,3,3,0,0,0,"-34.633.553","-58.341.546"
"3723",2024,6,2024-02-04,"[40,50)","COMUNA 6",3,5,5,0,0,0,"-34.633.553","-58.341.546"
"3724",2024,6,2024-02-04,"[50,60)","COMUNA 6",4,3,3,0,0,0,"-34.633.553","-58.341.546"
"3725",2024,6,2024-02-04,"[60,70)","COMUNA 6",1,1,1,0,0,0,"-34.633.553","-58.341.546"
"3726",2024,6,2024-02-04,"[80,90)","COMUNA 6",0,0,0,1,0,0,"-34.633.553","-58.341.546"
"3727",2024,6,2024-02-04,"[0,10)","COMUNA 7",2,0,0,0,0,0,"-34.643.225","-58.332.644"
"3728",2024,6,2024-02-04,"[10,20)","COMUNA 7",10,3,3,0,0,0,"-34.643.225","-58.332.644"
"3729",2024,6,2024-02-04,"[20,30)","COMUNA 7",15,7,6,0,0,0,"-34.643.225","-58.332.644"
"3730",2024,6,2024-02-04,"[30,40)","COMUNA 7",11,8,7,0,0,0,"-34.643.225","-58.332.644"
"3731",2024,6,2024-02-04,"[40,50)","COMUNA 7",5,4,4,0,0,0,"-34.643.225","-58.332.644"
"3732",2024,6,2024-02-04,"[50,60)","COMUNA 7",3,2,2,0,0,0,"-34.643.225","-58.332.644"
"3733",2024,6,2024-02-04,"[60,70)","COMUNA 7",4,4,3,1,0,0,"-34.643.225","-58.332.644"
"3734",2024,6,2024-02-04,"[70,80)","COMUNA 7",0,1,0,0,0,0,"-34.643.225","-58.332.644"
"3735",2024,6,2024-02-04,"[0,10)","COMUNA 8",4,1,1,1,0,0,"-34.653.956","-58.323.426"
"3736",2024,6,2024-02-04,"[10,20)","COMUNA 8",8,7,6,0,0,0,"-34.653.956","-58.323.426"
"3737",2024,6,2024-02-04,"[20,30)","COMUNA 8",15,2,2,0,0,0,"-34.653.956","-58.323.426"
"3738",2024,6,2024-02-04,"[30,40)","COMUNA 8",10,3,3,0,0,0,"-34.653.956","-58.323.426"
"3739",2024,6,2024-02-04,"[40,50)","COMUNA 8",11,7,7,0,0,0,"-34.653.956","-58.323.426"
"3740",2024,6,2024-02-04,"[50,60)","COMUNA 8",6,5,5,0,0,0,"-34.653.956","-58.323.426"
"3741",2024,6,2024-02-04,"[60,70)","COMUNA 8",5,5,5,0,0,0,"-34.653.956","-58.323.426"
"3742",2024,6,2024-02-04,"[70,80)","COMUNA 8",3,2,2,0,0,0,"-34.653.956","-58.323.426"
"3743",2024,6,2024-02-04,"[80,90)","COMUNA 8",1,0,0,0,0,0,"-34.653.956","-58.323.426"
"3744",2024,6,2024-02-04,"[0,10)","COMUNA 9",2,1,1,0,0,0,"-34.665.705","-58.313.885"
"3745",2024,6,2024-02-04,"[10,20)","COMUNA 9",2,2,2,0,0,0,"-34.665.705","-58.313.885"
"3746",2024,6,2024-02-04,"[20,30)","COMUNA 9",2,5,4,0,0,0,"-34.665.705","-58.313.885"
"3747",2024,6,2024-02-04,"[30,40)","COMUNA 9",7,4,3,0,0,0,"-34.665.705","-58.313.885"
"3748",2024,6,2024-02-04,"[40,50)","COMUNA 9",3,1,1,0,0,0,"-34.665.705","-58.313.885"
"3749",2024,6,2024-02-04,"[50,60)","COMUNA 9",3,0,0,0,0,0,"-34.665.705","-58.313.885"
"3750",2024,6,2024-02-04,"[60,70)","COMUNA 9",2,2,2,0,0,0,"-34.665.705","-58.313.885"
"3751",2024,6,2024-02-04,"[70,80)","COMUNA 9",2,3,1,0,0,0,"-34.665.705","-58.313.885"
"3752",2024,6,2024-02-04,"[0,10)","SIN DATOS",6,3,3,0,0,0,NA,NA
"3753",2024,6,2024-02-04,"[10,20)","SIN DATOS",5,5,5,0,0,0,NA,NA
"3754",2024,6,2024-02-04,"[20,30)","SIN DATOS",18,12,11,0,0,0,NA,NA
"3755",2024,6,2024-02-04,"[30,40)","SIN DATOS",12,13,11,1,0,0,NA,NA
"3756",2024,6,2024-02-04,"[40,50)","SIN DATOS",9,4,4,0,0,0,NA,NA
"3757",2024,6,2024-02-04,"[50,60)","SIN DATOS",12,5,4,0,0,0,NA,NA
"3758",2024,6,2024-02-04,"[60,70)","SIN DATOS",2,1,1,0,0,0,NA,NA
"3759",2024,6,2024-02-04,"[70,80)","SIN DATOS",1,2,1,0,0,0,NA,NA
"3760",2024,6,2024-02-04,"[80,90)","SIN DATOS",0,2,2,1,0,0,NA,NA
"3761",2024,7,2024-02-11,"[0,10)","COMUNA 1",3,4,2,1,0,0,"-34.602.312","-58.381.772"
"3762",2024,7,2024-02-11,"[10,20)","COMUNA 1",9,23,20,0,0,0,"-34.602.312","-58.381.772"
"3763",2024,7,2024-02-11,"[20,30)","COMUNA 1",18,20,17,1,0,0,"-34.602.312","-58.381.772"
"3764",2024,7,2024-02-11,"[30,40)","COMUNA 1",21,21,17,1,0,0,"-34.602.312","-58.381.772"
"3765",2024,7,2024-02-11,"[40,50)","COMUNA 1",15,26,21,1,0,0,"-34.602.312","-58.381.772"
"3766",2024,7,2024-02-11,"[50,60)","COMUNA 1",17,19,16,2,0,0,"-34.602.312","-58.381.772"
"3767",2024,7,2024-02-11,"[60,70)","COMUNA 1",9,8,8,1,0,0,"-34.602.312","-58.381.772"
"3768",2024,7,2024-02-11,"[70,80)","COMUNA 1",1,3,2,0,0,0,"-34.602.312","-58.381.772"
"3769",2024,7,2024-02-11,"[0,10)","COMUNA 10",1,1,1,0,0,0,"-34.678.425","-58.304.051"
"3770",2024,7,2024-02-11,"[10,20)","COMUNA 10",4,6,5,1,0,0,"-34.678.425","-58.304.051"
"3771",2024,7,2024-02-11,"[20,30)","COMUNA 10",7,6,4,0,0,0,"-34.678.425","-58.304.051"
"3772",2024,7,2024-02-11,"[30,40)","COMUNA 10",5,7,6,0,0,0,"-34.678.425","-58.304.051"
"3773",2024,7,2024-02-11,"[40,50)","COMUNA 10",6,6,4,0,0,0,"-34.678.425","-58.304.051"
"3774",2024,7,2024-02-11,"[50,60)","COMUNA 10",8,6,5,0,0,0,"-34.678.425","-58.304.051"
"3775",2024,7,2024-02-11,"[60,70)","COMUNA 10",3,2,1,0,0,0,"-34.678.425","-58.304.051"
"3776",2024,7,2024-02-11,"[70,80)","COMUNA 10",4,1,1,0,0,0,"-34.678.425","-58.304.051"
"3777",2024,7,2024-02-11,"[80,90)","COMUNA 10",2,0,0,0,0,0,"-34.678.425","-58.304.051"
"3778",2024,7,2024-02-11,"[0,10)","COMUNA 11",0,2,2,0,0,0,"-34.692.068","-58.293.894"
"3779",2024,7,2024-02-11,"[10,20)","COMUNA 11",10,8,6,1,0,0,"-34.692.068","-58.293.894"
"3780",2024,7,2024-02-11,"[20,30)","COMUNA 11",6,5,5,0,0,0,"-34.692.068","-58.293.894"
"3781",2024,7,2024-02-11,"[30,40)","COMUNA 11",11,13,10,1,0,0,"-34.692.068","-58.293.894"
"3782",2024,7,2024-02-11,"[40,50)","COMUNA 11",16,22,17,0,0,0,"-34.692.068","-58.293.894"
"3783",2024,7,2024-02-11,"[50,60)","COMUNA 11",20,24,20,1,0,0,"-34.692.068","-58.293.894"
"3784",2024,7,2024-02-11,"[60,70)","COMUNA 11",15,15,13,0,0,0,"-34.692.068","-58.293.894"
"3785",2024,7,2024-02-11,"[70,80)","COMUNA 11",7,5,5,1,0,0,"-34.692.068","-58.293.894"
"3786",2024,7,2024-02-11,"[80,90)","COMUNA 11",1,1,1,0,0,0,"-34.692.068","-58.293.894"
"3787",2024,7,2024-02-11,"[0,10)","COMUNA 12",1,2,2,0,0,0,"-34.706.587","-58.283.475"
"3788",2024,7,2024-02-11,"[10,20)","COMUNA 12",3,4,3,1,0,0,"-34.706.587","-58.283.475"
"3789",2024,7,2024-02-11,"[20,30)","COMUNA 12",2,7,7,0,0,0,"-34.706.587","-58.283.475"
"3790",2024,7,2024-02-11,"[30,40)","COMUNA 12",8,6,5,0,0,0,"-34.706.587","-58.283.475"
"3791",2024,7,2024-02-11,"[40,50)","COMUNA 12",4,10,9,1,0,0,"-34.706.587","-58.283.475"
"3792",2024,7,2024-02-11,"[50,60)","COMUNA 12",3,5,4,0,0,0,"-34.706.587","-58.283.475"
"3793",2024,7,2024-02-11,"[60,70)","COMUNA 12",1,8,7,0,0,0,"-34.706.587","-58.283.475"
"3794",2024,7,2024-02-11,"[70,80)","COMUNA 12",4,5,5,0,0,0,"-34.706.587","-58.283.475"
"3795",2024,7,2024-02-11,"[80,90)","COMUNA 12",0,2,1,0,0,0,"-34.706.587","-58.283.475"
"3796",2024,7,2024-02-11,"[0,10)","COMUNA 13",1,1,0,0,0,0,"-34.721.933","-58.272.752"
"3797",2024,7,2024-02-11,"[10,20)","COMUNA 13",3,8,3,0,0,0,"-34.721.933","-58.272.752"
