"","ano","semana_epidemiologica","fecha_inicio_semana_epidemiologica","grupo_etario","departamento_residencia","n_notificaciones","n_confirmados_probables_fis","n_confirmados_por_laboratorio","n_internados_fecha_internacion","n_internados_uti_fecha_internacion","n_fallecidos_confirmados_por_laboratorio","Latitude","Longitud"
"857",2023,13,2023-03-26,"[10,20)","COMUNA 2",2,2,1,0,0,0,"-34.606.241","-58.374.636"
"858",2023,13,2023-03-26,"[20,30)","COMUNA 2",13,6,4,0,0,0,"-34.606.241","-58.374.636"
"859",2023,13,2023-03-26,"[30,40)","COMUNA 2",13,7,6,0,0,0,"-34.606.241","-58.374.636"
"860",2023,13,2023-03-26,"[40,50)","COMUNA 2",7,6,6,1,0,0,"-34.606.241","-58.374.636"
"861",2023,13,2023-03-26,"[50,60)","COMUNA 2",8,5,3,0,0,0,"-34.606.241","-58.374.636"
"862",2023,13,2023-03-26,"[60,70)","COMUNA 2",3,4,3,0,0,0,"-34.606.241","-58.374.636"
"863",2023,13,2023-03-26,"[70,80)","COMUNA 2",6,2,1,1,0,0,"-34.606.241","-58.374.636"
"864",2023,13,2023-03-26,"[80,90)","COMUNA 2",3,1,1,0,0,0,"-34.606.241","-58.374.636"
"865",2023,13,2023-03-26,"[0,10)","COMUNA 3",4,2,2,0,0,0,"-34.611.339","-58.366.940"
"866",2023,13,2023-03-26,"[10,20)","COMUNA 3",2,1,1,0,0,0,"-34.611.339","-58.366.940"
"867",2023,13,2023-03-26,"[20,30)","COMUNA 3",9,6,5,0,0,0,"-34.611.339","-58.366.940"
"868",2023,13,2023-03-26,"[30,40)","COMUNA 3",14,15,12,0,0,0,"-34.611.339","-58.366.940"
"869",2023,13,2023-03-26,"[40,50)","COMUNA 3",7,5,5,0,0,0,"-34.611.339","-58.366.940"
"870",2023,13,2023-03-26,"[50,60)","COMUNA 3",11,15,12,0,0,0,"-34.611.339","-58.366.940"
"871",2023,13,2023-03-26,"[60,70)","COMUNA 3",3,3,3,0,0,0,"-34.611.339","-58.366.940"
"872",2023,13,2023-03-26,"[70,80)","COMUNA 3",0,1,1,0,0,0,"-34.611.339","-58.366.940"
"873",2023,13,2023-03-26,"[80,90)","COMUNA 3",1,0,0,0,0,0,"-34.611.339","-58.366.940"
"874",2023,13,2023-03-26,"[0,10)","COMUNA 4",4,4,4,0,0,0,"-34.617.566","-58.358.616"
"875",2023,13,2023-03-26,"[10,20)","COMUNA 4",17,16,14,2,0,0,"-34.617.566","-58.358.616"
"876",2023,13,2023-03-26,"[20,30)","COMUNA 4",13,14,13,0,0,0,"-34.617.566","-58.358.616"
"877",2023,13,2023-03-26,"[30,40)","COMUNA 4",23,19,16,1,0,0,"-34.617.566","-58.358.616"
"878",2023,13,2023-03-26,"[40,50)","COMUNA 4",16,18,14,0,0,0,"-34.617.566","-58.358.616"
"879",2023,13,2023-03-26,"[50,60)","COMUNA 4",10,9,7,1,0,0,"-34.617.566","-58.358.616"
"880",2023,13,2023-03-26,"[60,70)","COMUNA 4",8,5,4,0,0,0,"-34.617.566","-58.358.616"
"881",2023,13,2023-03-26,"[70,80)","COMUNA 4",4,5,5,0,0,0,"-34.617.566","-58.358.616"
"882",2023,13,2023-03-26,"[80,90)","COMUNA 4",1,0,0,0,0,0,"-34.617.566","-58.358.616"
"883",2023,13,2023-03-26,"[90,100)","COMUNA 4",0,1,1,0,0,0,"-34.617.566","-58.358.616"
"884",2023,13,2023-03-26,"[0,10)","COMUNA 5",2,2,2,0,0,0,"-34.624.987","-58.350.197"
"885",2023,13,2023-03-26,"[10,20)","COMUNA 5",5,3,3,0,0,0,"-34.624.987","-58.350.197"
"886",2023,13,2023-03-26,"[20,30)","COMUNA 5",10,6,4,0,0,0,"-34.624.987","-58.350.197"
"887",2023,13,2023-03-26,"[30,40)","COMUNA 5",17,9,5,0,0,0,"-34.624.987","-58.350.197"
"888",2023,13,2023-03-26,"[40,50)","COMUNA 5",17,9,9,2,0,0,"-34.624.987","-58.350.197"
"889",2023,13,2023-03-26,"[50,60)","COMUNA 5",7,6,3,1,0,0,"-34.624.987","-58.350.197"
"890",2023,13,2023-03-26,"[60,70)","COMUNA 5",9,5,5,0,0,0,"-34.624.987","-58.350.197"
"891",2023,13,2023-03-26,"[70,80)","COMUNA 5",3,5,3,0,0,0,"-34.624.987","-58.350.197"
"892",2023,13,2023-03-26,"[80,90)","COMUNA 5",4,1,1,0,0,0,"-34.624.987","-58.350.197"
"893",2023,13,2023-03-26,"[0,10)","COMUNA 6",3,2,0,0,0,0,"-34.633.553","-58.341.546"
"894",2023,13,2023-03-26,"[10,20)","COMUNA 6",9,5,5,2,0,0,"-34.633.553","-58.341.546"
"895",2023,13,2023-03-26,"[20,30)","COMUNA 6",9,6,4,0,0,0,"-34.633.553","-58.341.546"
"896",2023,13,2023-03-26,"[30,40)","COMUNA 6",14,6,5,0,0,0,"-34.633.553","-58.341.546"
"897",2023,13,2023-03-26,"[40,50)","COMUNA 6",16,12,6,0,0,0,"-34.633.553","-58.341.546"
"898",2023,13,2023-03-26,"[50,60)","COMUNA 6",13,13,9,0,0,0,"-34.633.553","-58.341.546"
"899",2023,13,2023-03-26,"[60,70)","COMUNA 6",9,4,4,0,0,0,"-34.633.553","-58.341.546"
"900",2023,13,2023-03-26,"[70,80)","COMUNA 6",5,4,4,0,0,0,"-34.633.553","-58.341.546"
"901",2023,13,2023-03-26,"[80,90)","COMUNA 6",1,1,0,0,0,0,"-34.633.553","-58.341.546"
"902",2023,13,2023-03-26,"[0,10)","COMUNA 7",5,8,2,0,0,0,"-34.643.225","-58.332.644"
"903",2023,13,2023-03-26,"[10,20)","COMUNA 7",23,14,7,0,0,0,"-34.643.225","-58.332.644"
"904",2023,13,2023-03-26,"[20,30)","COMUNA 7",26,30,23,0,0,0,"-34.643.225","-58.332.644"
"905",2023,13,2023-03-26,"[30,40)","COMUNA 7",27,35,21,0,0,0,"-34.643.225","-58.332.644"
"906",2023,13,2023-03-26,"[40,50)","COMUNA 7",41,33,18,0,0,0,"-34.643.225","-58.332.644"
"907",2023,13,2023-03-26,"[50,60)","COMUNA 7",25,23,16,0,0,0,"-34.643.225","-58.332.644"
"908",2023,13,2023-03-26,"[60,70)","COMUNA 7",15,12,6,0,0,0,"-34.643.225","-58.332.644"
"909",2023,13,2023-03-26,"[70,80)","COMUNA 7",8,11,8,0,0,0,"-34.643.225","-58.332.644"
"910",2023,13,2023-03-26,"[80,90)","COMUNA 7",4,3,2,0,0,0,"-34.643.225","-58.332.644"
"911",2023,13,2023-03-26,"[90,100)","COMUNA 7",0,1,1,0,0,0,"-34.643.225","-58.332.644"
"912",2023,13,2023-03-26,"[0,10)","COMUNA 8",9,6,4,0,0,0,"-34.653.956","-58.323.426"
"913",2023,13,2023-03-26,"[10,20)","COMUNA 8",37,42,25,1,0,0,"-34.653.956","-58.323.426"
"914",2023,13,2023-03-26,"[20,30)","COMUNA 8",37,31,16,1,0,0,"-34.653.956","-58.323.426"
"915",2023,13,2023-03-26,"[30,40)","COMUNA 8",28,32,24,0,0,0,"-34.653.956","-58.323.426"
"916",2023,13,2023-03-26,"[40,50)","COMUNA 8",22,24,13,0,0,0,"-34.653.956","-58.323.426"
"917",2023,13,2023-03-26,"[50,60)","COMUNA 8",24,33,21,0,0,0,"-34.653.956","-58.323.426"
"918",2023,13,2023-03-26,"[60,70)","COMUNA 8",18,14,7,0,0,0,"-34.653.956","-58.323.426"
"919",2023,13,2023-03-26,"[70,80)","COMUNA 8",10,9,5,0,0,0,"-34.653.956","-58.323.426"
"920",2023,13,2023-03-26,"[80,90)","COMUNA 8",2,2,1,0,0,0,"-34.653.956","-58.323.426"
"921",2023,13,2023-03-26,"[0,10)","COMUNA 9",22,25,12,2,0,0,"-34.665.705","-58.313.885"
"922",2023,13,2023-03-26,"[10,20)","COMUNA 9",101,116,62,6,0,0,"-34.665.705","-58.313.885"
"923",2023,13,2023-03-26,"[20,30)","COMUNA 9",90,110,54,4,1,0,"-34.665.705","-58.313.885"
"924",2023,13,2023-03-26,"[30,40)","COMUNA 9",100,92,48,0,1,0,"-34.665.705","-58.313.885"
"925",2023,13,2023-03-26,"[40,50)","COMUNA 9",107,108,58,1,0,0,"-34.665.705","-58.313.885"
"926",2023,13,2023-03-26,"[50,60)","COMUNA 9",114,101,53,1,0,0,"-34.665.705","-58.313.885"
"927",2023,13,2023-03-26,"[60,70)","COMUNA 9",68,60,32,0,0,0,"-34.665.705","-58.313.885"
"928",2023,13,2023-03-26,"[70,80)","COMUNA 9",37,31,21,0,0,0,"-34.665.705","-58.313.885"
"929",2023,13,2023-03-26,"[80,90)","COMUNA 9",13,9,5,1,0,0,"-34.665.705","-58.313.885"
"930",2023,13,2023-03-26,"[90,100)","COMUNA 9",3,1,1,0,0,0,"-34.665.705","-58.313.885"
"931",2023,13,2023-03-26,"[0,10)","SIN DATOS",21,9,9,0,0,0,NA,NA
"932",2023,13,2023-03-26,"[10,20)","SIN DATOS",34,31,23,0,0,0,NA,NA
"933",2023,13,2023-03-26,"[20,30)","SIN DATOS",33,26,20,0,0,0,NA,NA
"934",2023,13,2023-03-26,"[30,40)","SIN DATOS",28,34,27,0,0,0,NA,NA
"935",2023,13,2023-03-26,"[40,50)","SIN DATOS",28,20,14,2,0,0,NA,NA
"936",2023,13,2023-03-26,"[50,60)","SIN DATOS",16,23,17,0,0,0,NA,NA
"937",2023,13,2023-03-26,"[60,70)","SIN DATOS",14,8,7,0,0,0,NA,NA
"938",2023,13,2023-03-26,"[70,80)","SIN DATOS",10,12,9,0,0,0,NA,NA
"939",2023,13,2023-03-26,"[80,90)","SIN DATOS",7,3,3,0,0,0,NA,NA
"940",2023,13,2023-03-26,"SIN DATOS","SIN DATOS",1,1,1,0,0,0,NA,NA
"941",2023,14,2023-04-02,"[0,10)","COMUNA 1",4,1,1,0,0,0,"-34.602.312","-58.381.772"
"942",2023,14,2023-04-02,"[10,20)","COMUNA 1",6,4,3,0,0,0,"-34.602.312","-58.381.772"
"943",2023,14,2023-04-02,"[20,30)","COMUNA 1",11,7,7,0,0,0,"-34.602.312","-58.381.772"
"944",2023,14,2023-04-02,"[30,40)","COMUNA 1",9,7,4,0,0,0,"-34.602.312","-58.381.772"
"945",2023,14,2023-04-02,"[40,50)","COMUNA 1",12,10,8,0,0,0,"-34.602.312","-58.381.772"
"946",2023,14,2023-04-02,"[50,60)","COMUNA 1",8,6,5,0,0,0,"-34.602.312","-58.381.772"
"947",2023,14,2023-04-02,"[60,70)","COMUNA 1",6,6,4,0,0,0,"-34.602.312","-58.381.772"
"948",2023,14,2023-04-02,"[70,80)","COMUNA 1",3,3,1,0,0,0,"-34.602.312","-58.381.772"
"949",2023,14,2023-04-02,"[80,90)","COMUNA 1",1,1,0,0,0,0,"-34.602.312","-58.381.772"
"950",2023,14,2023-04-02,"[0,10)","COMUNA 10",7,15,5,0,0,0,"-34.678.425","-58.304.051"
"951",2023,14,2023-04-02,"[10,20)","COMUNA 10",27,42,19,0,0,0,"-34.678.425","-58.304.051"
"952",2023,14,2023-04-02,"[20,30)","COMUNA 10",31,41,12,2,1,0,"-34.678.425","-58.304.051"
"953",2023,14,2023-04-02,"[30,40)","COMUNA 10",35,37,14,1,0,0,"-34.678.425","-58.304.051"
"954",2023,14,2023-04-02,"[40,50)","COMUNA 10",50,46,25,0,0,0,"-34.678.425","-58.304.051"
"955",2023,14,2023-04-02,"[50,60)","COMUNA 10",43,42,22,0,0,0,"-34.678.425","-58.304.051"
"956",2023,14,2023-04-02,"[60,70)","COMUNA 10",30,28,13,0,0,0,"-34.678.425","-58.304.051"
"957",2023,14,2023-04-02,"[70,80)","COMUNA 10",22,19,9,0,1,1,"-34.678.425","-58.304.051"
"958",2023,14,2023-04-02,"[80,90)","COMUNA 10",5,7,5,2,1,0,"-34.678.425","-58.304.051"
"959",2023,14,2023-04-02,"[90,100)","COMUNA 10",2,0,0,0,1,0,"-34.678.425","-58.304.051"
"960",2023,14,2023-04-02,"[0,10)","COMUNA 11",5,3,1,0,0,0,"-34.692.068","-58.293.894"
"961",2023,14,2023-04-02,"[10,20)","COMUNA 11",40,33,17,1,0,0,"-34.692.068","-58.293.894"
"962",2023,14,2023-04-02,"[20,30)","COMUNA 11",33,34,21,0,0,0,"-34.692.068","-58.293.894"
"963",2023,14,2023-04-02,"[30,40)","COMUNA 11",42,33,15,0,0,0,"-34.692.068","-58.293.894"
"964",2023,14,2023-04-02,"[40,50)","COMUNA 11",42,39,18,1,0,0,"-34.692.068","-58.293.894"
"965",2023,14,2023-04-02,"[50,60)","COMUNA 11",38,36,23,1,0,0,"-34.692.068","-58.293.894"
"966",2023,14,2023-04-02,"[60,70)","COMUNA 11",33,22,11,0,0,0,"-34.692.068","-58.293.894"
"967",2023,14,2023-04-02,"[70,80)","COMUNA 11",24,21,15,2,0,1,"-34.692.068","-58.293.894"
"968",2023,14,2023-04-02,"[80,90)","COMUNA 11",8,5,3,2,0,0,"-34.692.068","-58.293.894"
"969",2023,14,2023-04-02,"[90,100)","COMUNA 11",1,0,0,0,0,0,"-34.692.068","-58.293.894"
"970",2023,14,2023-04-02,"[0,10)","COMUNA 12",5,1,1,0,0,0,"-34.706.587","-58.283.475"
"971",2023,14,2023-04-02,"[10,20)","COMUNA 12",14,11,7,0,0,0,"-34.706.587","-58.283.475"
"972",2023,14,2023-04-02,"[20,30)","COMUNA 12",12,7,5,0,0,0,"-34.706.587","-58.283.475"
"973",2023,14,2023-04-02,"[30,40)","COMUNA 12",15,9,5,0,0,0,"-34.706.587","-58.283.475"
"974",2023,14,2023-04-02,"[40,50)","COMUNA 12",15,9,7,0,0,0,"-34.706.587","-58.283.475"
"975",2023,14,2023-04-02,"[50,60)","COMUNA 12",14,7,4,0,0,0,"-34.706.587","-58.283.475"
"976",2023,14,2023-04-02,"[60,70)","COMUNA 12",17,5,4,1,0,0,"-34.706.587","-58.283.475"
"977",2023,14,2023-04-02,"[70,80)","COMUNA 12",9,2,1,1,0,0,"-34.706.587","-58.283.475"
"978",2023,14,2023-04-02,"[80,90)","COMUNA 12",4,1,1,0,0,0,"-34.706.587","-58.283.475"
"979",2023,14,2023-04-02,"[90,100)","COMUNA 12",1,0,0,0,0,0,"-34.706.587","-58.283.475"
"980",2023,14,2023-04-02,"[0,10)","COMUNA 13",6,1,1,0,0,0,"-34.721.933","-58.272.752"
"981",2023,14,2023-04-02,"[10,20)","COMUNA 13",11,8,6,0,0,0,"-34.721.933","-58.272.752"
"982",2023,14,2023-04-02,"[20,30)","COMUNA 13",11,10,4,0,0,0,"-34.721.933","-58.272.752"
"983",2023,14,2023-04-02,"[30,40)","COMUNA 13",19,8,4,1,0,0,"-34.721.933","-58.272.752"
"984",2023,14,2023-04-02,"[40,50)","COMUNA 13",17,10,5,1,0,0,"-34.721.933","-58.272.752"
"985",2023,14,2023-04-02,"[50,60)","COMUNA 13",9,5,3,0,0,0,"-34.721.933","-58.272.752"
"986",2023,14,2023-04-02,"[60,70)","COMUNA 13",13,7,6,1,0,0,"-34.721.933","-58.272.752"
"987",2023,14,2023-04-02,"[70,80)","COMUNA 13",9,3,3,1,0,0,"-34.721.933","-58.272.752"
"988",2023,14,2023-04-02,"[80,90)","COMUNA 13",4,3,3,1,0,0,"-34.721.933","-58.272.752"
"989",2023,14,2023-04-02,"[0,10)","COMUNA 14",5,4,3,0,0,0,"-34.738.059","-58.261.706"
"990",2023,14,2023-04-02,"[10,20)","COMUNA 14",19,12,8,1,0,0,"-34.738.059","-58.261.706"
"991",2023,14,2023-04-02,"[20,30)","COMUNA 14",34,29,12,0,0,0,"-34.738.059","-58.261.706"
"992",2023,14,2023-04-02,"[30,40)","COMUNA 14",39,30,15,0,0,0,"-34.738.059","-58.261.706"
"993",2023,14,2023-04-02,"[40,50)","COMUNA 14",40,26,19,1,0,0,"-34.738.059","-58.261.706"
"994",2023,14,2023-04-02,"[50,60)","COMUNA 14",28,21,14,1,1,0,"-34.738.059","-58.261.706"
"995",2023,14,2023-04-02,"[60,70)","COMUNA 14",24,13,9,0,0,0,"-34.738.059","-58.261.706"
"996",2023,14,2023-04-02,"[70,80)","COMUNA 14",15,10,5,2,1,0,"-34.738.059","-58.261.706"
"997",2023,14,2023-04-02,"[80,90)","COMUNA 14",8,5,3,0,0,0,"-34.738.059","-58.261.706"
"998",2023,14,2023-04-02,"[0,10)","COMUNA 15",5,0,0,0,0,0,"-34.754.920","-58.250.315"
"999",2023,14,2023-04-02,"[10,20)","COMUNA 15",17,12,9,0,0,0,"-34.754.920","-58.250.315"
"1000",2023,14,2023-04-02,"[20,30)","COMUNA 15",24,11,9,0,0,0,"-34.754.920","-58.250.315"
"1001",2023,14,2023-04-02,"[30,40)","COMUNA 15",33,9,7,0,0,0,"-34.754.920","-58.250.315"
"1002",2023,14,2023-04-02,"[40,50)","COMUNA 15",35,15,12,0,0,0,"-34.754.920","-58.250.315"
"1003",2023,14,2023-04-02,"[50,60)","COMUNA 15",23,13,7,1,1,1,"-34.754.920","-58.250.315"
"1004",2023,14,2023-04-02,"[60,70)","COMUNA 15",19,12,9,1,0,0,"-34.754.920","-58.250.315"
"1005",2023,14,2023-04-02,"[70,80)","COMUNA 15",9,5,5,0,0,0,"-34.754.920","-58.250.315"
"1006",2023,14,2023-04-02,"[80,90)","COMUNA 15",2,1,0,0,0,0,"-34.754.920","-58.250.315"
"1007",2023,14,2023-04-02,"[90,100)","COMUNA 15",1,0,0,0,0,0,"-34.754.920","-58.250.315"
"1008",2023,14,2023-04-02,"[0,10)","COMUNA 2",2,0,0,0,0,0,"-34.606.241","-58.374.636"
"1009",2023,14,2023-04-02,"[10,20)","COMUNA 2",2,4,2,0,0,0,"-34.606.241","-58.374.636"
"1010",2023,14,2023-04-02,"[20,30)","COMUNA 2",9,3,2,0,0,0,"-34.606.241","-58.374.636"
"1011",2023,14,2023-04-02,"[30,40)","COMUNA 2",13,5,4,0,0,0,"-34.606.241","-58.374.636"
"1012",2023,14,2023-04-02,"[40,50)","COMUNA 2",7,4,4,0,0,0,"-34.606.241","-58.374.636"
"1013",2023,14,2023-04-02,"[50,60)","COMUNA 2",4,5,2,0,0,0,"-34.606.241","-58.374.636"
"1014",2023,14,2023-04-02,"[60,70)","COMUNA 2",7,2,0,0,0,0,"-34.606.241","-58.374.636"
"1015",2023,14,2023-04-02,"[70,80)","COMUNA 2",4,2,1,0,0,0,"-34.606.241","-58.374.636"
"1016",2023,14,2023-04-02,"[80,90)","COMUNA 2",3,1,1,0,0,0,"-34.606.241","-58.374.636"
"1017",2023,14,2023-04-02,"[0,10)","COMUNA 3",3,2,1,0,0,0,"-34.611.339","-58.366.940"
"1018",2023,14,2023-04-02,"[10,20)","COMUNA 3",7,2,2,0,0,0,"-34.611.339","-58.366.940"
"1019",2023,14,2023-04-02,"[20,30)","COMUNA 3",11,5,3,0,0,0,"-34.611.339","-58.366.940"
"1020",2023,14,2023-04-02,"[30,40)","COMUNA 3",20,3,3,1,0,0,"-34.611.339","-58.366.940"
"1021",2023,14,2023-04-02,"[40,50)","COMUNA 3",9,1,1,0,0,0,"-34.611.339","-58.366.940"
"1022",2023,14,2023-04-02,"[50,60)","COMUNA 3",12,5,3,0,0,0,"-34.611.339","-58.366.940"
"1023",2023,14,2023-04-02,"[60,70)","COMUNA 3",5,3,3,1,0,0,"-34.611.339","-58.366.940"
"1024",2023,14,2023-04-02,"[70,80)","COMUNA 3",2,2,2,0,0,0,"-34.611.339","-58.366.940"
"1025",2023,14,2023-04-02,"[80,90)","COMUNA 3",2,1,1,0,0,0,"-34.611.339","-58.366.940"
"1026",2023,14,2023-04-02,"[0,10)","COMUNA 4",9,6,6,0,0,0,"-34.617.566","-58.358.616"
"1027",2023,14,2023-04-02,"[10,20)","COMUNA 4",24,13,10,1,0,0,"-34.617.566","-58.358.616"
"1028",2023,14,2023-04-02,"[20,30)","COMUNA 4",27,20,13,1,0,0,"-34.617.566","-58.358.616"
"1029",2023,14,2023-04-02,"[30,40)","COMUNA 4",33,13,7,0,0,0,"-34.617.566","-58.358.616"
"1030",2023,14,2023-04-02,"[40,50)","COMUNA 4",26,8,5,0,0,0,"-34.617.566","-58.358.616"
"1031",2023,14,2023-04-02,"[50,60)","COMUNA 4",20,17,15,1,0,0,"-34.617.566","-58.358.616"
"1032",2023,14,2023-04-02,"[60,70)","COMUNA 4",11,8,7,1,0,0,"-34.617.566","-58.358.616"
"1033",2023,14,2023-04-02,"[70,80)","COMUNA 4",8,3,3,0,0,0,"-34.617.566","-58.358.616"
"1034",2023,14,2023-04-02,"[80,90)","COMUNA 4",3,3,3,0,0,0,"-34.617.566","-58.358.616"
"1035",2023,14,2023-04-02,"[90,100)","COMUNA 4",1,0,0,0,0,0,"-34.617.566","-58.358.616"
"1036",2023,14,2023-04-02,"[0,10)","COMUNA 5",7,3,2,0,0,0,"-34.624.987","-58.350.197"
"1037",2023,14,2023-04-02,"[10,20)","COMUNA 5",7,6,6,0,0,0,"-34.624.987","-58.350.197"
"1038",2023,14,2023-04-02,"[20,30)","COMUNA 5",16,8,6,0,0,0,"-34.624.987","-58.350.197"
"1039",2023,14,2023-04-02,"[30,40)","COMUNA 5",20,11,8,0,0,0,"-34.624.987","-58.350.197"
"1040",2023,14,2023-04-02,"[40,50)","COMUNA 5",15,7,6,1,0,0,"-34.624.987","-58.350.197"
"1041",2023,14,2023-04-02,"[50,60)","COMUNA 5",8,4,3,0,0,0,"-34.624.987","-58.350.197"
"1042",2023,14,2023-04-02,"[60,70)","COMUNA 5",5,2,2,0,0,0,"-34.624.987","-58.350.197"
"1043",2023,14,2023-04-02,"[70,80)","COMUNA 5",2,2,1,0,0,0,"-34.624.987","-58.350.197"
"1044",2023,14,2023-04-02,"[80,90)","COMUNA 5",1,1,1,0,0,0,"-34.624.987","-58.350.197"
"1045",2023,14,2023-04-02,"[0,10)","COMUNA 6",1,0,0,0,0,0,"-34.633.553","-58.341.546"
"1046",2023,14,2023-04-02,"[10,20)","COMUNA 6",8,6,4,0,0,0,"-34.633.553","-58.341.546"
"1047",2023,14,2023-04-02,"[20,30)","COMUNA 6",11,7,5,0,0,0,"-34.633.553","-58.341.546"
"1048",2023,14,2023-04-02,"[30,40)","COMUNA 6",13,1,1,0,0,0,"-34.633.553","-58.341.546"
"1049",2023,14,2023-04-02,"[40,50)","COMUNA 6",16,8,7,0,0,0,"-34.633.553","-58.341.546"
"1050",2023,14,2023-04-02,"[50,60)","COMUNA 6",16,2,2,0,0,0,"-34.633.553","-58.341.546"
"1051",2023,14,2023-04-02,"[60,70)","COMUNA 6",2,3,2,0,0,0,"-34.633.553","-58.341.546"
"1052",2023,14,2023-04-02,"[70,80)","COMUNA 6",6,3,2,0,0,0,"-34.633.553","-58.341.546"
"1053",2023,14,2023-04-02,"[80,90)","COMUNA 6",3,1,1,0,0,0,"-34.633.553","-58.341.546"
"1054",2023,14,2023-04-02,"[0,10)","COMUNA 7",6,9,2,0,0,0,"-34.643.225","-58.332.644"
"1055",2023,14,2023-04-02,"[10,20)","COMUNA 7",18,33,9,3,1,0,"-34.643.225","-58.332.644"
"1056",2023,14,2023-04-02,"[20,30)","COMUNA 7",24,34,6,1,0,0,"-34.643.225","-58.332.644"
"1057",2023,14,2023-04-02,"[30,40)","COMUNA 7",35,32,14,2,0,0,"-34.643.225","-58.332.644"
"1058",2023,14,2023-04-02,"[40,50)","COMUNA 7",24,19,6,2,0,0,"-34.643.225","-58.332.644"
"1059",2023,14,2023-04-02,"[50,60)","COMUNA 7",19,15,3,0,0,0,"-34.643.225","-58.332.644"
"1060",2023,14,2023-04-02,"[60,70)","COMUNA 7",13,11,5,0,0,0,"-34.643.225","-58.332.644"
"1061",2023,14,2023-04-02,"[70,80)","COMUNA 7",10,6,5,0,0,0,"-34.643.225","-58.332.644"
"1062",2023,14,2023-04-02,"[80,90)","COMUNA 7",3,2,1,0,0,0,"-34.643.225","-58.332.644"
"1063",2023,14,2023-04-02,"[90,100)","COMUNA 7",3,2,1,1,0,0,"-34.643.225","-58.332.644"
"1064",2023,14,2023-04-02,"[0,10)","COMUNA 8",12,13,5,1,0,0,"-34.653.956","-58.323.426"
"1065",2023,14,2023-04-02,"[10,20)","COMUNA 8",31,23,5,1,0,0,"-34.653.956","-58.323.426"
"1066",2023,14,2023-04-02,"[20,30)","COMUNA 8",23,26,6,1,0,0,"-34.653.956","-58.323.426"
"1067",2023,14,2023-04-02,"[30,40)","COMUNA 8",39,34,11,0,0,0,"-34.653.956","-58.323.426"
"1068",2023,14,2023-04-02,"[40,50)","COMUNA 8",35,21,6,1,0,0,"-34.653.956","-58.323.426"
"1069",2023,14,2023-04-02,"[50,60)","COMUNA 8",23,25,12,1,0,0,"-34.653.956","-58.323.426"
"1070",2023,14,2023-04-02,"[60,70)","COMUNA 8",11,10,4,0,0,0,"-34.653.956","-58.323.426"
"1071",2023,14,2023-04-02,"[70,80)","COMUNA 8",5,2,1,0,0,0,"-34.653.956","-58.323.426"
"1072",2023,14,2023-04-02,"[80,90)","COMUNA 8",5,4,2,0,0,0,"-34.653.956","-58.323.426"
"1073",2023,14,2023-04-02,"[0,10)","COMUNA 9",15,18,9,0,0,0,"-34.665.705","-58.313.885"
"1074",2023,14,2023-04-02,"[10,20)","COMUNA 9",68,85,28,6,0,0,"-34.665.705","-58.313.885"
"1075",2023,14,2023-04-02,"[20,30)","COMUNA 9",66,74,22,2,0,0,"-34.665.705","-58.313.885"
"1076",2023,14,2023-04-02,"[30,40)","COMUNA 9",59,65,20,0,0,0,"-34.665.705","-58.313.885"
"1077",2023,14,2023-04-02,"[40,50)","COMUNA 9",66,82,30,1,0,0,"-34.665.705","-58.313.885"
"1078",2023,14,2023-04-02,"[50,60)","COMUNA 9",57,67,17,1,0,0,"-34.665.705","-58.313.885"
"1079",2023,14,2023-04-02,"[60,70)","COMUNA 9",36,42,14,2,0,0,"-34.665.705","-58.313.885"
"1080",2023,14,2023-04-02,"[70,80)","COMUNA 9",26,24,13,0,0,0,"-34.665.705","-58.313.885"
"1081",2023,14,2023-04-02,"[80,90)","COMUNA 9",8,9,6,1,0,0,"-34.665.705","-58.313.885"
"1082",2023,14,2023-04-02,"[90,100)","COMUNA 9",1,0,0,0,0,0,"-34.665.705","-58.313.885"
"1083",2023,14,2023-04-02,"[0,10)","SIN DATOS",12,7,5,0,0,0,NA,NA
"1084",2023,14,2023-04-02,"[10,20)","SIN DATOS",43,24,15,1,0,0,NA,NA
"1085",2023,14,2023-04-02,"[20,30)","SIN DATOS",40,26,15,0,0,0,NA,NA
"1086",2023,14,2023-04-02,"[30,40)","SIN DATOS",47,24,13,2,1,0,NA,NA
"1087",2023,14,2023-04-02,"[40,50)","SIN DATOS",26,18,9,0,0,0,NA,NA
"1088",2023,14,2023-04-02,"[50,60)","SIN DATOS",29,21,12,0,0,0,NA,NA
"1089",2023,14,2023-04-02,"[60,70)","SIN DATOS",19,13,5,0,0,0,NA,NA
"1090",2023,14,2023-04-02,"[70,80)","SIN DATOS",14,7,6,2,0,1,NA,NA
"1091",2023,14,2023-04-02,"[80,90)","SIN DATOS",2,2,2,0,0,0,NA,NA
"1092",2023,15,2023-04-09,"[0,10)","COMUNA 1",3,4,3,0,0,0,"-34.602.312","-58.381.772"
"1093",2023,15,2023-04-09,"[10,20)","COMUNA 1",9,7,7,0,0,0,"-34.602.312","-58.381.772"
"1094",2023,15,2023-04-09,"[20,30)","COMUNA 1",13,13,10,1,0,0,"-34.602.312","-58.381.772"
"1095",2023,15,2023-04-09,"[30,40)","COMUNA 1",24,13,8,0,0,0,"-34.602.312","-58.381.772"
"1096",2023,15,2023-04-09,"[40,50)","COMUNA 1",13,11,5,1,0,0,"-34.602.312","-58.381.772"
